feature,gini_importance,perm_importance_mean,perm_importance_std
AP2DC_146,0.001164862734192306,0.001301317294187132,0.0003605064629302393
AP2DC_141,0.001161017047243609,5.785978467625075e-05,0.00033596518796274116
AP2DC_27,0.0011553033409309175,0.00021020970187538568,0.00010273699662294301
AP2DC_74,0.0011428911889920692,-0.00022347580831756365,0.0005274065946026052
AP2DC_314,0.0011321744522959525,-0.0008060347035518056,0.00041588537931801125
AP2DC_70,0.0011300909599638422,8.156919444790578e-05,0.00020058301895581527
AP2DC_455,0.0011277412979525596,1.1435566466710956e-05,0.00023317650417528264
AP2DC_625,0.0011252531231230034,0.00048748736988325493,0.00029533281890465495
AP2DC_193,0.001119399835574141,-0.00032120035937024396,0.0002011896605572016
AP2DC_345,0.0010977691933703423,-0.0006083448611691855,0.0003327360321941265
AP2DC_252,0.0010915951291411298,9.865562457972432e-05,0.00031302839720492463
AP2DC_75,0.0010793664498184592,-0.00031192615864864546,0.0002518913852640544
AP2DC_134,0.0010617812628957615,-3.1584101919834852e-06,0.0001329847362951936
AP2DC_305,0.0010614942854539644,6.562302998613934e-06,0.00026211832581562967
AP2DC_702,0.0010573319758618192,0.00034503398042041723,0.00017321425895729946
AP2DC_721,0.0010510943887147054,0.00036328527229058106,0.00023473566151928097
AP2DC_708,0.0010459275338092998,0.00015522196339212702,0.0002490177773166828
AP2DC_265,0.0010446734237046131,-5.2540664976175044e-05,0.0001966194838183713
AP2DC_201,0.0010331963575923126,0.0008907800317285997,0.00030666965439470474
AP2DC_427,0.0010321684764135692,-2.2759012217976603e-05,0.00021437916447005338
AP2DC_700,0.0010252520444740388,0.00047496569207986503,0.00023894166037606452
AP2DC_341,0.0010180509809326634,0.00029517289093515807,0.0001711301836686027
AP2DC_405,0.0010115880321040402,-0.00024514147347861617,0.00012612990709075009
AP2DC_699,0.0010008028449599764,0.00010867304806514433,0.00024083990843780227
AP2DC_231,0.0009946823778579541,0.0003698497741568385,0.0003227823041843437
AP2DC_316,0.0009942071804782257,8.140952900026477e-06,0.00019550402678487994
AP2DC_646,0.0009910145080101553,2.6505359972595065e-05,0.00017676057686853055
AP2DC_167,0.0009739273765041385,-4.8100036445619665e-05,0.0002631691333989297
AP2DC_622,0.0009729496386041742,-0.00022062127695305912,0.0002059070361862948
AP2DC_650,0.0009644442495603768,-0.00011462742738052034,0.0002101154407745186
AP2DC_205,0.0009595572260761627,-0.00014761118368674663,0.0002910163508188131
AP2DC_719,0.000942199382265696,0.0003168721719776557,0.00023676100826333158
AP2DC_498,0.0009386735100484672,0.00024181732443614434,0.00014639099017487104
AP2DC_412,0.0009376116098545234,-0.000571409426807823,0.0002827925921468777
AP2DC_100,0.0009338772360914238,5.100398891452196e-05,0.00011517426401036231
