Split,Fingerprint,Model,R2_train,RMSE_train,MAE_train,R2_CV,RMSE_CV,MAE_CV,R2_test,RMSE_test,MAE_test,Time_s
Kennard-Stone,AP2D_Count,SVR (RBF),0.6131199128466085,0.7792408244169704,0.5525944102458394,0.5052510669937487,0.8812029487950158,0.6667985003587431,0.34964933700861733,0.9980647857063599,0.7450984219165133,0.181929349899292
Kennard-Stone,AP2D_Count,Kernel Ridge (RBF),0.5332900238942534,0.8558685160717159,0.6533366306574673,-0.20693834386235577,1.3763410118487005,0.9752107055585981,0.16552336342070606,1.1305558723307942,0.7888783963679458,4.137610912322998
Kennard-Stone,AP2D_Count,Decision Tree,0.9630433420883379,0.240840684914033,0.08205351130351131,0.26196661406113564,1.076270688506135,0.797115800865801,0.4875728617656423,0.8859332472582914,0.6388203395393245,1.616875171661377
Kennard-Stone,AP2D_Count,Random Forest,0.8925982054697669,0.4105719521104625,0.31000172403215387,0.5968298727311947,0.7954770994832326,0.6110988330139226,0.5648248807768779,0.8164262646922482,0.6280237732976159,10.727144479751587
Kennard-Stone,AP2D_Count,Extra Trees,0.9630433420883379,0.240840684914033,0.08205351130352341,0.5819320837601376,0.8100408646048121,0.6119496926106301,0.5102680800156434,0.8660922350931605,0.6238388415234523,25.70766568183899
Kennard-Stone,AP2D_Count,Gradient Boosting,0.7299411088376923,0.6510476096608301,0.5027276708643774,0.5655705776710634,0.8257396218003797,0.6363883393105992,0.49444423081287125,0.8799732584246986,0.6863019297649214,45.02438807487488
Kennard-Stone,AP2D_Count,XGBoost,0.9140779837140725,0.36722795869649516,0.25795960289265685,0.600856170831142,0.7914950777074355,0.6037052137132675,0.580255821699144,0.8018207294188459,0.6128540346630719,2.1448583602905273
Kennard-Stone,AP2D_Count,Hist Gradient Boosting,0.9383870475080022,0.3109707341751091,0.20640626404176296,0.6009130661353566,0.791438664511465,0.6012298401469718,0.5778884764048744,0.8040786733285353,0.6050841056852131,11.942902088165283
Kennard-Stone,AP2D_Count,AdaBoost,0.3748824134375218,0.9905225504456086,0.834812551958984,0.3473247164799388,1.0121201982542425,0.8377795407081454,0.23087981834530935,1.0853805702163295,0.8787082054406002,37.406962633132935
Kennard-Stone,AP2D_Count,MLP,0.8101492312740032,0.5458705803023542,0.40139962069101776,0.46048537089099273,0.9202061283754129,0.6990805286581324,0.49182954820008584,0.8822458895029582,0.6625349801797998,15.601762056350708
Kennard-Stone,CDK_FP,Ridge,0.7725343161378083,0.5975048738015049,0.45832521198803905,0.19757676018023906,1.1222387430291487,0.8280026017661964,0.48154892363387203,0.8911254138326473,0.6951846284430413,0.17516279220581055
Kennard-Stone,CDK_FP,Lasso,0.1286724395909048,1.1694300091168892,0.9531417789532624,0.1250837465421627,1.1718357708537352,0.9554891936704482,0.025454842656279064,1.2217600581583201,0.9688484665408227,1.6715354919433594
Kennard-Stone,CDK_FP,ElasticNet,0.30867427921810997,1.0416573106296287,0.8473775249731662,0.28537819099554973,1.0590626246390051,0.8629949153608403,0.12372587758843956,1.1585237262678887,0.9057767008323774,4.443720102310181
Kennard-Stone,CDK_FP,Bayesian Ridge,0.6865729441582188,0.7013773716313222,0.5388946989673213,0.5168283652306832,0.8708316881073415,0.6671922550572977,0.42132506704745976,0.9414608701190267,0.7273348037882712,3.692293643951416
Kennard-Stone,CDK_FP,PLS,0.6594991973721684,0.7310424204182026,0.5643048869654733,0.48131722383872055,0.9022656463490532,0.6906572211286918,0.3968258996115791,0.9611834442234498,0.7401709447657282,0.7372710704803467
Kennard-Stone,CDK_FP,KNN,0.706254769786621,0.6789986648547907,0.503106194339732,0.5342517341127911,0.854986252996921,0.6447370089356173,0.4594306272431059,0.9099356013898481,0.7033110477753906,0.06302857398986816
Kennard-Stone,CDK_FP,SVR (RBF),0.77117190909227,0.5992915818912739,0.3903956567054187,0.5797766129157049,0.8121263806822323,0.6083623194453692,0.4342170236577443,0.9309146761923153,0.6744569074642346,0.22124814987182617
Kennard-Stone,CDK_FP,Kernel Ridge (RBF),0.6208070925465302,0.7714603525938059,0.5985224665021193,0.5103469889239152,0.8766530000937492,0.6835256011550724,0.36384949403559164,0.9871084681853779,0.7593283907273762,2.5657026767730713
Kennard-Stone,CDK_FP,Decision Tree,0.9513175228090625,0.2764202421982358,0.09562717747031474,0.2528786524777551,1.0828768802402133,0.7888408183777502,0.4860352839092502,0.8872614078213592,0.6452987496168058,2.773724317550659
Kennard-Stone,CDK_FP,Random Forest,0.9082967703165807,0.3793812160713822,0.27087270012975256,0.5871182560188315,0.8050008684400424,0.6182718543116434,0.5432339535435748,0.8364343231660392,0.6322361117391544,21.363067865371704
Kennard-Stone,CDK_FP,Extra Trees,0.9513175228090625,0.2764202421982358,0.09562717747032641,0.326240266201015,1.0283383560600827,0.752785902436934,0.4875255226241858,0.885974168540184,0.6442756815299225,65.64195251464844
