Split,Fingerprint,Model,R2_train,RMSE_train,MAE_train,R2_CV,RMSE_CV,MAE_CV,R2_test,RMSE_test,MAE_test,Time_s
Kennard-Stone,Substructure,Kernel Ridge (RBF),0.37120151335321083,0.9934345330273817,0.7916891201524614,0.33233723852114916,1.0236749732969717,0.8168353924200528,0.13449942022762895,1.1513798394730346,0.8879977865243914,2.2718169689178467
Kennard-Stone,Substructure,Decision Tree,0.6983136920726623,0.6881154495062018,0.44889698049928156,0.3466069070609148,1.0126766079932286,0.7461098990328121,0.3403173824448952,1.005199952788357,0.7535320201702358,0.08717679977416992
Kennard-Stone,Substructure,Random Forest,0.6756088193556494,0.7135395133133603,0.5139524338691495,0.45504212808522204,0.9248365262881522,0.696744783650573,0.34753212460924254,0.9996880623825986,0.7558424246403663,5.227045297622681
Kennard-Stone,Substructure,Extra Trees,0.6983136920726623,0.6881154495062018,0.44889698049928417,0.36020660988290887,1.0020822814455206,0.7399668291780093,0.34031738244489473,1.0051999527883575,0.7535320201702352,8.383475065231323
Kennard-Stone,Substructure,Gradient Boosting,0.48851055761577233,0.8959872828962238,0.7010656266494849,0.401576818281552,0.9691426648926751,0.7621903080961243,0.2133634530482561,1.0976705161716152,0.839722292435444,3.032729148864746
Kennard-Stone,Substructure,XGBoost,0.6574902488357545,0.7331958173243794,0.5298654039804037,0.4584948380387065,0.9219021103106989,0.6990797512413162,0.334241616062687,1.0098183570805572,0.7633743577436555,2.3622336387634277
Kennard-Stone,Substructure,Hist Gradient Boosting,0.6318657336440265,0.7601278252571912,0.5683801350856624,0.4566511283682857,0.9234702167823422,0.7070802215092526,0.32150901310260205,1.0194289921719293,0.7786639063114781,5.234196186065674
Kennard-Stone,Substructure,AdaBoost,0.24819331251075571,1.0862670368309935,0.8965183064889105,0.2459427168523265,1.0878917370446535,0.8948382415360658,0.06779032043771349,1.1949280149252566,0.9489256773736555,0.3732023239135742
Kennard-Stone,Substructure,MLP,0.593957822096461,0.7983054292734288,0.5992739566018113,0.42850814568034656,0.9470840681066645,0.730771026852155,0.25987098709447076,1.0647279469650461,0.8168491651482906,23.160741329193115
Kennard-Stone,SubstructureCount,Ridge,0.27102817541157287,1.069643065618309,0.8631005220768714,0.24646181285113922,1.0875172181036914,0.8772098226164211,0.03088011858287576,1.2183545534592115,0.9600854496990586,0.03508710861206055
Kennard-Stone,SubstructureCount,Lasso,0.12228399572360316,1.1737092231074293,0.9626974297496436,0.11529911356841682,1.1783701696686568,0.9662297824723838,-0.11997327789859114,1.3097510929512348,1.0487343124023611,0.1169588565826416
Kennard-Stone,SubstructureCount,ElasticNet,0.16171013155356717,1.1470454256303895,0.9368453566792951,0.15153915021775433,1.1539830038094752,0.9423196902359947,-0.06406849372610512,1.2766437731466176,1.0139199027464263,0.22141551971435547
Kennard-Stone,SubstructureCount,Bayesian Ridge,0.26836754179476463,1.0715933030156146,0.8659404022190192,0.2457899407066908,1.088001937882551,0.8786056560031952,0.029750840482338115,1.2190641976250873,0.9594116646367962,0.040338993072509766
Kennard-Stone,SubstructureCount,PLS,0.2676994901629759,1.0720824258697779,0.8662881725798979,0.2424626929977982,1.090399193241409,0.8802023646134102,0.03382472346541243,1.2165022015817062,0.959479550905793,0.06803417205810547
Kennard-Stone,SubstructureCount,KNN,0.6407160360105001,0.7509351363088091,0.5576630332702739,0.4399538311034782,0.93755212821977,0.7109486419380485,0.4139811779034267,0.9474160150974733,0.719052977808365,0.028271198272705078
Kennard-Stone,SubstructureCount,SVR (RBF),0.3420903131417167,1.0161706547263936,0.7929139318759765,0.3079806633639416,1.042179733612414,0.8202670814923336,0.10605883247928782,1.1701442639374298,0.8980359776439182,0.15877842903137207
Kennard-Stone,SubstructureCount,Kernel Ridge (RBF),0.5388354957722118,0.8507685845822542,0.6550473708904959,0.23804503810221234,1.0935739576897632,0.8059818186057283,0.23002772033471397,1.0859816431247309,0.8066333817979606,2.1706156730651855
