molecule_chembl_id,molecule_pref_name,canonical_smiles,standard_type,standard_relation,standard_value,standard_units,pchembl_value,assay_chembl_id,assay_description,assay_type,target_chembl_id,target_pref_name,target_organism,document_chembl_id,document_journal,document_year,activity_id
CHEMBL4098297,,Cc1nn(-c2cncc([C@](C)(O)C(F)(F)F)c2)c2ccccc12,IC50,=,6300.0,nM,5.20,CHEMBL4029977,Inhibition of CYP19 (unknown origin) using MFC as substrate and NADPH as cofactor preincubated for 10 mins with cofactor followed by substrate/enzyme addition measured after 30 mins,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4028827,Bioorg Med Chem Lett,2017,18136781
CHEMBL4080256,,Cc1nn(-c2cncc([C@@](C)(O)C(F)(F)F)c2)c2ccccc12,IC50,=,6200.0,nM,5.21,CHEMBL4029977,Inhibition of CYP19 (unknown origin) using MFC as substrate and NADPH as cofactor preincubated for 10 mins with cofactor followed by substrate/enzyme addition measured after 30 mins,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4028827,Bioorg Med Chem Lett,2017,18136782
CHEMBL4071689,,C[C@](O)(c1cncc(-n2nc(C(F)(F)F)c3ccccc32)c1)C(F)(F)F,IC50,=,5400.0,nM,5.27,CHEMBL4029977,Inhibition of CYP19 (unknown origin) using MFC as substrate and NADPH as cofactor preincubated for 10 mins with cofactor followed by substrate/enzyme addition measured after 30 mins,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4028827,Bioorg Med Chem Lett,2017,18136783
CHEMBL4080420,,Cc1nn(-c2cncc(C(C)(C)O)c2)c2cccc(F)c12,IC50,=,6900.0,nM,5.16,CHEMBL4029977,Inhibition of CYP19 (unknown origin) using MFC as substrate and NADPH as cofactor preincubated for 10 mins with cofactor followed by substrate/enzyme addition measured after 30 mins,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4028827,Bioorg Med Chem Lett,2017,18136784
CHEMBL4067000,,CC(C)(O)c1cncc(-n2ncc3c(C(F)(F)F)cccc32)c1,IC50,=,4600.0,nM,5.34,CHEMBL4029977,Inhibition of CYP19 (unknown origin) using MFC as substrate and NADPH as cofactor preincubated for 10 mins with cofactor followed by substrate/enzyme addition measured after 30 mins,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4028827,Bioorg Med Chem Lett,2017,18136785
CHEMBL4060208,,O=C(/C=C\Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1ccc2c(c1)Nc1ccccc1S2,IC50,=,5670.0,nM,5.25,CHEMBL4034703,Inhibition of aromatase activity in human T47D cells after 24 hrs,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4033644,Eur J Med Chem,2017,18154758
CHEMBL4077259,,N=C(N)NS(=O)(=O)c1ccc(N/C=C\C(=O)c2ccc3c(c2)Nc2ccccc2S3)cc1,IC50,=,9670.0,nM,5.01,CHEMBL4034703,Inhibition of aromatase activity in human T47D cells after 24 hrs,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4033644,Eur J Med Chem,2017,18154759
CHEMBL4098604,,O=C(/C=C\Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1)c1ccc2c(c1)Nc1ccccc1S2,IC50,=,6700.0,nM,5.17,CHEMBL4034703,Inhibition of aromatase activity in human T47D cells after 24 hrs,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4033644,Eur J Med Chem,2017,18154808
CHEMBL4068601,,O=C(/C=C\Nc1ccc(S(=O)(=O)Nc2cnc3ccccc3n2)cc1)c1ccc2c(c1)Nc1ccccc1S2,IC50,=,8900.0,nM,5.05,CHEMBL4034703,Inhibition of aromatase activity in human T47D cells after 24 hrs,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4033644,Eur J Med Chem,2017,18154809
CHEMBL1444,LETROZOLE,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,IC50,=,29500.0,nM,4.53,CHEMBL4034703,Inhibition of aromatase activity in human T47D cells after 24 hrs,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4033644,Eur J Med Chem,2017,18154810
CHEMBL1397,POSACONAZOLE,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,IC50,=,8400.0,nM,5.08,CHEMBL4056603,Inhibition of CYP19 in human hepatocyte microsomes using testosterone substrate by HPLC/MS/MS method,A,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4052712,Bioorg Med Chem Lett,2017,18261052
CHEMBL106,FLUCONAZOLE,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,IC50,=,22000.0,nM,4.66,CHEMBL4056603,Inhibition of CYP19 in human hepatocyte microsomes using testosterone substrate by HPLC/MS/MS method,A,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4052712,Bioorg Med Chem Lett,2017,18261053
CHEMBL4077246,,N#Cc1ccc(COc2ccc(C#Cc3ccc(C(F)(F)C(O)(Cn4cnnn4)c4ccc(F)cc4F)nc3)cc2)cc1,IC50,>,100000.0,nM,,CHEMBL4056603,Inhibition of CYP19 in human hepatocyte microsomes using testosterone substrate by HPLC/MS/MS method,A,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4052712,Bioorg Med Chem Lett,2017,18261071
CHEMBL157101,KETOCONAZOLE,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,IC50,=,1600.0,nM,5.80,CHEMBL4124010,Inhibition of CYP19 (unknown origin) by Becton Dickinson aromatase assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4118215,Bioorg Med Chem Lett,2018,18297768
CHEMBL4129721,,CC(=O)N1CCN(c2ccc(/C=C/c3cc(F)cc(-c4ccncc4)c3)cc2)CC1,IC50,=,10000.0,nM,5.00,CHEMBL4124010,Inhibition of CYP19 (unknown origin) by Becton Dickinson aromatase assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4118215,Bioorg Med Chem Lett,2018,18297769
CHEMBL4126284,,CCS(=O)(=O)N1CCN(c2ccc(/C=C/c3cc(F)cc(-c4ccncc4)c3)cc2)CC1,IC50,=,10000.0,nM,5.00,CHEMBL4124010,Inhibition of CYP19 (unknown origin) by Becton Dickinson aromatase assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4118215,Bioorg Med Chem Lett,2018,18297770
CHEMBL4128368,,O=S(=O)(N1CCN(c2ccc(/C=C/c3cc(F)cc(-c4ccncc4)c3)cc2)CC1)C(F)(F)F,IC50,=,1000.0,nM,6.00,CHEMBL4124010,Inhibition of CYP19 (unknown origin) by Becton Dickinson aromatase assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4118215,Bioorg Med Chem Lett,2018,18297771
CHEMBL4170393,,Cc1ccc(S(=O)(=O)NCCc2c(C(c3ccccc3)c3[nH]c4ccccc4c3CCNS(=O)(=O)c3ccc(C)cc3)[nH]c3ccccc23)cc1,IC50,=,11900.0,nM,4.92,CHEMBL4142230,Inhibition of aromatase (unknown origin) using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH-generating system by fluorescence assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4138181,Eur J Med Chem,2018,18364235
CHEMBL4172955,,O=[N+]([O-])c1ccc(S(=O)(=O)NCCc2c(C(c3ccccc3)c3[nH]c4ccccc4c3CCNS(=O)(=O)c3ccc([N+](=O)[O-])cc3)[nH]c3ccccc23)cc1,IC50,=,11200.0,nM,4.95,CHEMBL4142230,Inhibition of aromatase (unknown origin) using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH-generating system by fluorescence assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4138181,Eur J Med Chem,2018,18364236
CHEMBL4165064,,COc1ccc(S(=O)(=O)NCCc2c(C(c3ccccc3)c3[nH]c4ccccc4c3CCNS(=O)(=O)c3ccc(OC)cc3)[nH]c3ccccc23)cc1,IC50,=,3500.0,nM,5.46,CHEMBL4142230,Inhibition of aromatase (unknown origin) using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH-generating system by fluorescence assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4138181,Eur J Med Chem,2018,18364237
CHEMBL4174637,,O=[N+]([O-])c1ccc(C(c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(Br)cc2)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(Br)cc2)cc1,IC50,=,2700.0,nM,5.57,CHEMBL4142230,Inhibition of aromatase (unknown origin) using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH-generating system by fluorescence assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4138181,Eur J Med Chem,2018,18364238
CHEMBL4163983,,O=[N+]([O-])c1ccc(C(c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(F)cc2)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(F)cc2)cc1,IC50,=,3500.0,nM,5.46,CHEMBL4142230,Inhibition of aromatase (unknown origin) using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH-generating system by fluorescence assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4138181,Eur J Med Chem,2018,18364239
CHEMBL4159524,,O=[N+]([O-])c1ccc(C(c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(C(F)(F)F)cc2)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(C(F)(F)F)cc2)cc1,IC50,=,4000.0,nM,5.40,CHEMBL4142230,Inhibition of aromatase (unknown origin) using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH-generating system by fluorescence assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4138181,Eur J Med Chem,2018,18364240
CHEMBL4167430,,N#Cc1ccc(C(c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(Cl)cc2)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(Cl)cc2)cc1,IC50,=,5500.0,nM,5.26,CHEMBL4142230,Inhibition of aromatase (unknown origin) using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH-generating system by fluorescence assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4138181,Eur J Med Chem,2018,18364241
CHEMBL4167841,,N#Cc1ccc(C(c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(F)cc2)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(F)cc2)cc1,IC50,=,9800.0,nM,5.01,CHEMBL4142230,Inhibition of aromatase (unknown origin) using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH-generating system by fluorescence assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4138181,Eur J Med Chem,2018,18364242
CHEMBL4175698,,N#Cc1ccc(C(c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(C(F)(F)F)cc2)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(C(F)(F)F)cc2)cc1,IC50,=,15300.0,nM,4.82,CHEMBL4142230,Inhibition of aromatase (unknown origin) using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH-generating system by fluorescence assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4138181,Eur J Med Chem,2018,18364243
CHEMBL4171198,,O=S(=O)(NCCc1c(C(c2ccc(Br)cc2)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(Cl)cc2)[nH]c2ccccc12)c1ccc(Cl)cc1,IC50,=,2700.0,nM,5.57,CHEMBL4142230,Inhibition of aromatase (unknown origin) using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH-generating system by fluorescence assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4138181,Eur J Med Chem,2018,18364244
CHEMBL4160591,,O=S(=O)(NCCc1c(C(c2ccc(Br)cc2)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(C(F)(F)F)cc2)[nH]c2ccccc12)c1ccc(C(F)(F)F)cc1,IC50,=,3400.0,nM,5.47,CHEMBL4142230,Inhibition of aromatase (unknown origin) using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH-generating system by fluorescence assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4138181,Eur J Med Chem,2018,18364245
CHEMBL4169756,,O=S(=O)(NCCc1c(C(c2ccc(F)cc2)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(Br)cc2)[nH]c2ccccc12)c1ccc(Br)cc1,IC50,=,7600.0,nM,5.12,CHEMBL4142230,Inhibition of aromatase (unknown origin) using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH-generating system by fluorescence assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4138181,Eur J Med Chem,2018,18364246
CHEMBL4159101,,O=S(=O)(NCCc1c(C(c2ccc(F)cc2)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(Cl)cc2)[nH]c2ccccc12)c1ccc(Cl)cc1,IC50,=,5400.0,nM,5.27,CHEMBL4142230,Inhibition of aromatase (unknown origin) using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH-generating system by fluorescence assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4138181,Eur J Med Chem,2018,18364247
CHEMBL4167098,,O=S(=O)(NCCc1c(C(c2ccc(F)cc2)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(C(F)(F)F)cc2)[nH]c2ccccc12)c1ccc(C(F)(F)F)cc1,IC50,=,4400.0,nM,5.36,CHEMBL4142230,Inhibition of aromatase (unknown origin) using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH-generating system by fluorescence assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4138181,Eur J Med Chem,2018,18364248
CHEMBL4159184,,O=S(=O)(NCCc1c(C(c2ccc(C(F)(F)F)cc2)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(Br)cc2)[nH]c2ccccc12)c1ccc(Br)cc1,IC50,=,3800.0,nM,5.42,CHEMBL4142230,Inhibition of aromatase (unknown origin) using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH-generating system by fluorescence assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4138181,Eur J Med Chem,2018,18364249
CHEMBL4163649,,O=S(=O)(NCCc1c(C(c2ccc(C(F)(F)F)cc2)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(Cl)cc2)[nH]c2ccccc12)c1ccc(Cl)cc1,IC50,=,3200.0,nM,5.50,CHEMBL4142230,Inhibition of aromatase (unknown origin) using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH-generating system by fluorescence assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4138181,Eur J Med Chem,2018,18364250
CHEMBL4174326,,O=S(=O)(NCCc1c(C(c2ccc(C(F)(F)F)cc2)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(C(F)(F)F)cc2)[nH]c2ccccc12)c1ccc(C(F)(F)F)cc1,IC50,=,2300.0,nM,5.64,CHEMBL4142230,Inhibition of aromatase (unknown origin) using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH-generating system by fluorescence assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4138181,Eur J Med Chem,2018,18364251
CHEMBL4173941,,COc1ccc(S(=O)(=O)NCCc2c(C(c3ccc(O)cc3)c3[nH]c4ccccc4c3CCNS(=O)(=O)c3ccc(OC)cc3)[nH]c3ccccc23)cc1,IC50,=,700.0,nM,6.16,CHEMBL4142230,Inhibition of aromatase (unknown origin) using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH-generating system by fluorescence assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4138181,Eur J Med Chem,2018,18364252
CHEMBL4166016,,O=S(=O)(NCCc1c(C(c2ccc(O)cc2)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(Cl)cc2)[nH]c2ccccc12)c1ccc(Cl)cc1,IC50,=,1400.0,nM,5.85,CHEMBL4142230,Inhibition of aromatase (unknown origin) using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH-generating system by fluorescence assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4138181,Eur J Med Chem,2018,18364253
CHEMBL4170504,,O=S(=O)(NCCc1c(C(c2ccc(O)cc2)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(C(F)(F)F)cc2)[nH]c2ccccc12)c1ccc(C(F)(F)F)cc1,IC50,=,1300.0,nM,5.89,CHEMBL4142230,Inhibition of aromatase (unknown origin) using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH-generating system by fluorescence assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4138181,Eur J Med Chem,2018,18364254
CHEMBL4162572,,O=[N+]([O-])c1cccc(S(=O)(=O)NCCc2c(C(c3ccc(O)cc3)c3[nH]c4ccccc4c3CCNS(=O)(=O)c3cccc([N+](=O)[O-])c3)[nH]c3ccccc23)c1,IC50,=,2300.0,nM,5.64,CHEMBL4142230,Inhibition of aromatase (unknown origin) using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH-generating system by fluorescence assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4138181,Eur J Med Chem,2018,18364255
CHEMBL4162163,,Cc1ccc(S(=O)(=O)NCCc2c(C(c3ccccc3O)c3[nH]c4ccccc4c3CCNS(=O)(=O)c3ccc(C)cc3)[nH]c3ccccc23)cc1,IC50,=,4100.0,nM,5.39,CHEMBL4142230,Inhibition of aromatase (unknown origin) using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH-generating system by fluorescence assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4138181,Eur J Med Chem,2018,18364256
CHEMBL4172837,,O=[N+]([O-])c1ccc(S(=O)(=O)NCCc2c(C(c3ccccc3O)c3[nH]c4ccccc4c3CCNS(=O)(=O)c3ccc([N+](=O)[O-])cc3)[nH]c3ccccc23)cc1,IC50,=,2800.0,nM,5.55,CHEMBL4142230,Inhibition of aromatase (unknown origin) using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH-generating system by fluorescence assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4138181,Eur J Med Chem,2018,18364257
CHEMBL4161859,,COc1ccc(S(=O)(=O)NCCc2c(C(c3ccccc3O)c3[nH]c4ccccc4c3CCNS(=O)(=O)c3ccc(OC)cc3)[nH]c3ccccc23)cc1,IC50,=,800.0,nM,6.10,CHEMBL4142230,Inhibition of aromatase (unknown origin) using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH-generating system by fluorescence assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4138181,Eur J Med Chem,2018,18364258
CHEMBL4169784,,O=S(=O)(NCCc1c(C(c2ccccc2O)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(Cl)cc2)[nH]c2ccccc12)c1ccc(Cl)cc1,IC50,=,4200.0,nM,5.38,CHEMBL4142230,Inhibition of aromatase (unknown origin) using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH-generating system by fluorescence assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4138181,Eur J Med Chem,2018,18364259
CHEMBL4176982,,O=[N+]([O-])c1cccc(S(=O)(=O)NCCc2c(C(c3ccccc3O)c3[nH]c4ccccc4c3CCNS(=O)(=O)c3cccc([N+](=O)[O-])c3)[nH]c3ccccc23)c1,IC50,=,1700.0,nM,5.77,CHEMBL4142230,Inhibition of aromatase (unknown origin) using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH-generating system by fluorescence assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4138181,Eur J Med Chem,2018,18364260
CHEMBL4166364,,O=[N+]([O-])c1ccccc1S(=O)(=O)NCCc1c(C(c2ccccc2O)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccccc2[N+](=O)[O-])[nH]c2ccccc12,IC50,=,4600.0,nM,5.34,CHEMBL4142230,Inhibition of aromatase (unknown origin) using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH-generating system by fluorescence assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4138181,Eur J Med Chem,2018,18364261
CHEMBL4173619,,COc1ccc(S(=O)(=O)NCCc2c(C(c3cc(OC)c(O)c(OC)c3)c3[nH]c4ccccc4c3CCNS(=O)(=O)c3ccc(OC)cc3)[nH]c3ccccc23)cc1,IC50,=,2500.0,nM,5.60,CHEMBL4142230,Inhibition of aromatase (unknown origin) using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH-generating system by fluorescence assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4138181,Eur J Med Chem,2018,18364262
CHEMBL4162907,,O=S(=O)(NCCc1c(C(c2ccc3c(c2)Cc2ccccc2-3)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(Cl)cc2)[nH]c2ccccc12)c1ccc(Cl)cc1,IC50,=,8800.0,nM,5.06,CHEMBL4142230,Inhibition of aromatase (unknown origin) using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH-generating system by fluorescence assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4138181,Eur J Med Chem,2018,18364263
CHEMBL4170175,,CCn1c2ccccc2c2ccc(C(c3[nH]c4ccccc4c3CCNS(=O)(=O)c3ccc(Cl)cc3)c3[nH]c4ccccc4c3CCNS(=O)(=O)c3ccc(Cl)cc3)cc21,IC50,=,3900.0,nM,5.41,CHEMBL4142230,Inhibition of aromatase (unknown origin) using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH-generating system by fluorescence assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4138181,Eur J Med Chem,2018,18364264
CHEMBL4159550,,COc1ccc(S(=O)(=O)NCCc2c(C3(c4[nH]c5ccccc5c4CCNS(=O)(=O)c4ccc(OC)cc4)C(=O)Nc4ccccc43)[nH]c3ccccc23)cc1,IC50,=,2800.0,nM,5.55,CHEMBL4142230,Inhibition of aromatase (unknown origin) using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH-generating system by fluorescence assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4138181,Eur J Med Chem,2018,18364265
CHEMBL4166769,,O=C1Nc2ccccc2C1(c1[nH]c2ccccc2c1CCNS(=O)(=O)c1ccc(Cl)cc1)c1[nH]c2ccccc2c1CCNS(=O)(=O)c1ccc(Cl)cc1,IC50,=,8300.0,nM,5.08,CHEMBL4142230,Inhibition of aromatase (unknown origin) using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH-generating system by fluorescence assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4138181,Eur J Med Chem,2018,18364266
CHEMBL4174670,,O=C1Nc2ccccc2C1(c1[nH]c2ccccc2c1CCNS(=O)(=O)c1cccc([N+](=O)[O-])c1)c1[nH]c2ccccc2c1CCNS(=O)(=O)c1cccc([N+](=O)[O-])c1,IC50,=,11900.0,nM,4.92,CHEMBL4142230,Inhibition of aromatase (unknown origin) using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH-generating system by fluorescence assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4138181,Eur J Med Chem,2018,18364267
CHEMBL4168266,,O=C1Nc2ccccc2C1(c1[nH]c2ccccc2c1CCNS(=O)(=O)c1ccccc1[N+](=O)[O-])c1[nH]c2ccccc2c1CCNS(=O)(=O)c1ccccc1[N+](=O)[O-],IC50,=,9800.0,nM,5.01,CHEMBL4142230,Inhibition of aromatase (unknown origin) using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH-generating system by fluorescence assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4138181,Eur J Med Chem,2018,18364268
CHEMBL157101,KETOCONAZOLE,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,IC50,=,2600.0,nM,5.58,CHEMBL4142230,Inhibition of aromatase (unknown origin) using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH-generating system by fluorescence assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4138181,Eur J Med Chem,2018,18364269
CHEMBL1444,LETROZOLE,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,IC50,=,1.9,nM,8.72,CHEMBL4142230,Inhibition of aromatase (unknown origin) using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH-generating system by fluorescence assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4138181,Eur J Med Chem,2018,18364270
CHEMBL1444,LETROZOLE,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,IC50,=,49.5,nM,7.30,CHEMBL4143196,Inhibition of human aromatase using androstenedione as substrate and NADPH preincubated for 24 hrs followed by substrate addition measured after 24 hrs by ELISA,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4138218,Eur J Med Chem,2018,18368644
CHEMBL4175438,,Fc1ccc(-c2[nH]c3cc(F)ccc3c2Cn2ccnc2)cc1,IC50,=,51.2,nM,7.29,CHEMBL4143196,Inhibition of human aromatase using androstenedione as substrate and NADPH preincubated for 24 hrs followed by substrate addition measured after 24 hrs by ELISA,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4138218,Eur J Med Chem,2018,18368645
CHEMBL4167569,,Fc1ccc2c(Cn3ccnc3)c(-c3ccc(Cl)cc3)[nH]c2c1,IC50,=,82.9,nM,7.08,CHEMBL4143196,Inhibition of human aromatase using androstenedione as substrate and NADPH preincubated for 24 hrs followed by substrate addition measured after 24 hrs by ELISA,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4138218,Eur J Med Chem,2018,18368646
CHEMBL4171996,,Fc1ccc(-c2[nH]c3cc(Cl)ccc3c2Cn2ccnc2)cc1,IC50,=,32.3,nM,7.49,CHEMBL4143196,Inhibition of human aromatase using androstenedione as substrate and NADPH preincubated for 24 hrs followed by substrate addition measured after 24 hrs by ELISA,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4138218,Eur J Med Chem,2018,18368647
CHEMBL4164126,,Clc1ccc(-c2[nH]c3cc(Cl)ccc3c2Cn2ccnc2)cc1,IC50,=,260.8,nM,6.58,CHEMBL4143196,Inhibition of human aromatase using androstenedione as substrate and NADPH preincubated for 24 hrs followed by substrate addition measured after 24 hrs by ELISA,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4138218,Eur J Med Chem,2018,18368648
CHEMBL4163704,,COc1ccc(-c2[nH]c3cc(F)ccc3c2Cn2ccnc2)cc1,IC50,=,36.1,nM,7.44,CHEMBL4143196,Inhibition of human aromatase using androstenedione as substrate and NADPH preincubated for 24 hrs followed by substrate addition measured after 24 hrs by ELISA,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4138218,Eur J Med Chem,2018,18368649
CHEMBL4174373,,COc1ccc(-c2[nH]c3cc(Cl)ccc3c2Cn2ccnc2)cc1,IC50,=,276.8,nM,6.56,CHEMBL4143196,Inhibition of human aromatase using androstenedione as substrate and NADPH preincubated for 24 hrs followed by substrate addition measured after 24 hrs by ELISA,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4138218,Eur J Med Chem,2018,18368650
CHEMBL4160335,,COc1ccc2c(Cn3ccnc3)c(-c3ccc(F)cc3)[nH]c2c1,IC50,=,108.7,nM,6.96,CHEMBL4143196,Inhibition of human aromatase using androstenedione as substrate and NADPH preincubated for 24 hrs followed by substrate addition measured after 24 hrs by ELISA,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL4138218,Eur J Med Chem,2018,18368651
