molecule_chembl_id,pchembl_value,activity_class
CHEMBL5273362,6.55,Active
CHEMBL598199,8.7,Active
CHEMBL491213,6.72,Active
CHEMBL365120,5.42,Intermediate
CHEMBL187185,6.37,Intermediate
CHEMBL5561738,5.41,Intermediate
CHEMBL5395326,8.89,Active
CHEMBL389433,7.825,Active
CHEMBL2179108,5.495,Intermediate
CHEMBL16782,5.17,Intermediate
CHEMBL3264681,4.9,Inactive
CHEMBL5270920,5.25,Intermediate
CHEMBL91101,5.2,Intermediate
CHEMBL22485,5.38,Intermediate
CHEMBL4170175,5.41,Intermediate
CHEMBL195354,5.32,Intermediate
CHEMBL374535,5.57,Intermediate
CHEMBL2336847,8.21,Active
CHEMBL23334,5.166666666666667,Intermediate
CHEMBL5288418,4.37,Inactive
CHEMBL1630280,6.83,Active
CHEMBL304583,7.18,Active
CHEMBL101743,6.92,Active
CHEMBL3753089,6.984999999999999,Active
CHEMBL1784803,6.3,Intermediate
CHEMBL193652,5.39,Intermediate
CHEMBL4540847,7.39,Active
CHEMBL282325,6.75,Active
CHEMBL268209,6.6,Active
CHEMBL422858,5.22,Intermediate
CHEMBL2011188,5.29,Intermediate
CHEMBL204502,6.02,Intermediate
CHEMBL150146,5.11,Intermediate
CHEMBL209731,7.16,Active
CHEMBL88842,5.4,Intermediate
CHEMBL5291406,6.38,Intermediate
CHEMBL1957216,8.09,Active
CHEMBL3753463,5.6,Intermediate
CHEMBL135540,6.17,Intermediate
CHEMBL195248,5.13,Intermediate
CHEMBL373377,6.19,Intermediate
CHEMBL2179110,7.925,Active
CHEMBL5428947,6.47,Intermediate
CHEMBL5277286,4.06,Inactive
CHEMBL24410,8.29,Active
CHEMBL440832,7.27,Active
CHEMBL213587,7.15,Active
CHEMBL3752648,7.77,Active
CHEMBL3401429,5.6,Intermediate
CHEMBL101595,5.52,Intermediate
CHEMBL104,8.74,Active
CHEMBL364956,6.1,Intermediate
CHEMBL3422030,5.88,Intermediate
CHEMBL288242,5.46,Intermediate
CHEMBL5426889,4.63,Inactive
CHEMBL5271071,6.19,Intermediate
CHEMBL113242,6.24,Intermediate
CHEMBL1171680,5.96,Intermediate
CHEMBL5286866,7.17,Active
CHEMBL5419796,4.96,Inactive
CHEMBL4175438,7.29,Active
CHEMBL3753272,7.02,Active
CHEMBL23148,6.23,Intermediate
CHEMBL599864,9.66,Active
CHEMBL26651,7.1575,Active
CHEMBL1630277,5.35,Intermediate
CHEMBL2442754,5.38,Intermediate
CHEMBL5280552,4.26,Inactive
CHEMBL1097763,7.76,Active
CHEMBL322322,8.64,Active
CHEMBL283782,4.85,Inactive
CHEMBL3752650,8.55,Active
CHEMBL192306,6.17,Intermediate
CHEMBL222189,5.93,Intermediate
CHEMBL224649,6.17,Intermediate
CHEMBL3422046,4.52,Inactive
CHEMBL2312951,6.05,Intermediate
CHEMBL1083652,6.82,Active
CHEMBL76904,4.15,Inactive
CHEMBL1171628,5.13,Intermediate
CHEMBL1630266,5.9,Intermediate
CHEMBL243960,6.58,Active
CHEMBL586557,4.61,Inactive
CHEMBL5291192,6.23,Intermediate
CHEMBL5561217,5.17,Intermediate
CHEMBL3754325,7.51,Active
CHEMBL436515,6.28,Intermediate
CHEMBL1630264,6.18,Intermediate
CHEMBL5267688,6.7,Active
CHEMBL2442760,8.51,Active
CHEMBL193555,5.39,Intermediate
CHEMBL3752192,7.4,Active
CHEMBL488,5.951666666666667,Intermediate
CHEMBL1083663,7.28,Active
CHEMBL3622056,9.38,Active
CHEMBL5288515,6.55,Active
CHEMBL3818442,6.29,Intermediate
CHEMBL1200374,8.196666666666667,Active
CHEMBL3948337,6.1,Intermediate
CHEMBL2312956,7.23,Active
CHEMBL388604,5.44,Intermediate
CHEMBL489187,5.98,Intermediate
CHEMBL2165325,6.56,Active
CHEMBL2430512,5.47,Intermediate
CHEMBL1957222,7.0,Active
CHEMBL3422050,5.91,Intermediate
CHEMBL3977491,6.64,Active
CHEMBL4209034,5.52,Intermediate
CHEMBL31215,8.01,Active
CHEMBL184952,4.5,Inactive
CHEMBL9165,7.99,Active
CHEMBL102981,5.68,Intermediate
CHEMBL5808901,5.24,Intermediate
CHEMBL3752252,7.8,Active
CHEMBL149750,5.5,Intermediate
CHEMBL3754183,7.34,Active
CHEMBL138538,6.64,Active
CHEMBL3623228,4.92,Inactive
CHEMBL490795,5.53,Intermediate
CHEMBL1933694,7.21,Active
CHEMBL3422045,6.31,Intermediate
CHEMBL5277980,5.82,Intermediate
CHEMBL3754538,6.0,Intermediate
CHEMBL599456,7.72,Active
CHEMBL3349549,7.83,Active
CHEMBL164,5.0,Intermediate
CHEMBL2442772,5.67,Intermediate
CHEMBL2011177,5.195,Intermediate
CHEMBL4129721,5.0,Intermediate
CHEMBL223929,4.5,Inactive
CHEMBL5284912,6.6,Active
CHEMBL2011181,4.01,Inactive
CHEMBL1825024,5.96,Intermediate
CHEMBL2299369,5.26,Intermediate
CHEMBL1629800,6.65,Active
CHEMBL436369,8.05,Active
CHEMBL5425696,5.92,Intermediate
CHEMBL269590,6.76,Active
CHEMBL288712,5.6,Intermediate
CHEMBL1824743,5.29,Intermediate
CHEMBL1825037,4.94,Inactive
CHEMBL193606,5.18,Intermediate
CHEMBL306022,8.48,Active
CHEMBL459502,8.19,Active
CHEMBL604716,9.52,Active
CHEMBL41033,7.14,Active
CHEMBL1094426,7.14,Active
CHEMBL3754482,7.0,Active
CHEMBL158600,5.4,Intermediate
CHEMBL71117,5.7,Intermediate
CHEMBL158397,4.89,Inactive
CHEMBL2011176,4.7,Inactive
CHEMBL3752341,8.6,Active
CHEMBL5280054,6.22,Intermediate
CHEMBL3589966,5.75,Intermediate
CHEMBL5429907,4.95,Inactive
CHEMBL3753845,8.3,Active
CHEMBL289116,5.404999999999999,Intermediate
CHEMBL367483,6.9,Active
CHEMBL3359964,5.08,Intermediate
CHEMBL4556427,6.37,Intermediate
CHEMBL288190,6.46,Intermediate
CHEMBL343072,7.7,Active
CHEMBL5276932,6.18,Intermediate
CHEMBL3754204,7.21,Active
CHEMBL3622076,8.26,Active
CHEMBL289116,4.883333333333333,Inactive
CHEMBL5407805,6.47,Intermediate
CHEMBL432751,5.75,Intermediate
CHEMBL5417396,5.32,Intermediate
CHEMBL1688914,6.34,Intermediate
CHEMBL3359963,5.34,Intermediate
CHEMBL506858,5.7,Intermediate
CHEMBL2311178,6.35,Intermediate
CHEMBL1688910,7.16,Active
CHEMBL5427725,5.33,Intermediate
CHEMBL5394424,7.27,Active
CHEMBL275594,5.22,Intermediate
CHEMBL203869,5.55,Intermediate
CHEMBL5284760,8.7,Active
CHEMBL3359952,6.26,Intermediate
CHEMBL3349548,8.0,Active
CHEMBL3349658,7.4,Active
CHEMBL5394720,5.51,Intermediate
CHEMBL352645,6.22,Intermediate
CHEMBL4174670,4.92,Inactive
CHEMBL5561070,5.99,Intermediate
CHEMBL8315,6.745,Active
CHEMBL31224,8.296666666666665,Active
CHEMBL4536893,7.4,Active
CHEMBL1825019,4.79,Inactive
CHEMBL5276919,5.19,Intermediate
CHEMBL348913,7.84,Active
CHEMBL3752506,7.77,Active
CHEMBL194641,6.65,Active
CHEMBL4227126,5.24,Intermediate
CHEMBL3752661,8.85,Active
CHEMBL2333335,6.58,Active
CHEMBL1085936,8.25,Active
CHEMBL478024,5.3,Intermediate
CHEMBL324326,7.3,Active
CHEMBL5069811,6.07,Intermediate
CHEMBL3754504,7.05,Active
CHEMBL39661,5.483333333333333,Intermediate
CHEMBL4225521,5.96,Intermediate
CHEMBL2165322,5.54,Intermediate
CHEMBL9165,6.76,Active
CHEMBL224060,8.1525,Active
CHEMBL5425028,10.55,Active
CHEMBL3752403,8.47,Active
CHEMBL5418765,6.64,Active
CHEMBL174407,6.38,Intermediate
CHEMBL24021,8.33,Active
CHEMBL1099308,8.15,Active
CHEMBL2011189,4.54,Inactive
CHEMBL5394706,7.0,Active
CHEMBL3752285,5.19,Intermediate
CHEMBL5291408,4.38,Inactive
CHEMBL4173619,5.6,Intermediate
CHEMBL3754366,8.55,Active
CHEMBL3134109,7.4,Active
CHEMBL458395,5.66,Intermediate
CHEMBL10026,6.1,Intermediate
CHEMBL4520056,6.68,Active
CHEMBL3922888,5.74,Intermediate
CHEMBL3622057,9.35,Active
CHEMBL5413153,8.85,Active
CHEMBL476979,5.98,Intermediate
CHEMBL5568037,6.16,Intermediate
CHEMBL2336862,6.79,Active
CHEMBL30043,6.71,Active
CHEMBL2442764,5.21,Intermediate
CHEMBL132380,4.26,Inactive
CHEMBL195996,5.55,Intermediate
CHEMBL70959,9.42,Active
CHEMBL3752073,7.92,Active
CHEMBL4436270,5.5,Intermediate
CHEMBL382500,6.89,Active
CHEMBL193496,6.0,Intermediate
CHEMBL3805021,7.28,Active
CHEMBL3961033,6.19,Intermediate
CHEMBL108646,7.92,Active
CHEMBL40125,5.4,Intermediate
CHEMBL53644,6.16,Intermediate
CHEMBL5271543,5.42,Intermediate
CHEMBL185950,6.51,Active
CHEMBL3753505,7.24,Active
CHEMBL5434685,6.12,Intermediate
CHEMBL5268117,5.96,Intermediate
CHEMBL1095413,6.6,Active
CHEMBL133198,7.54,Active
CHEMBL490867,6.02,Intermediate
CHEMBL4441579,8.1,Active
CHEMBL274878,6.21,Intermediate
CHEMBL356594,4.8,Inactive
CHEMBL492382,5.57,Intermediate
CHEMBL1957210,4.75,Inactive
CHEMBL159073,7.400000000000001,Active
CHEMBL3752817,6.77,Active
CHEMBL3219070,7.84,Active
CHEMBL41517,6.1,Intermediate
CHEMBL133079,6.7,Active
CHEMBL5290211,6.36,Intermediate
CHEMBL1956186,7.23,Active
CHEMBL5281733,5.4,Intermediate
CHEMBL4575939,7.92,Active
CHEMBL3752939,7.64,Active
CHEMBL256665,6.2,Intermediate
CHEMBL4760286,7.44,Active
CHEMBL1957210,4.9,Inactive
CHEMBL3622059,9.14,Active
CHEMBL3754546,7.38,Active
CHEMBL5564606,6.1,Intermediate
CHEMBL5267873,5.58,Intermediate
CHEMBL5556708,5.0,Intermediate
CHEMBL3754455,5.46,Intermediate
CHEMBL206283,5.22,Intermediate
CHEMBL4171996,7.49,Active
CHEMBL3421778,5.68,Intermediate
CHEMBL3219600,7.39,Active
CHEMBL5276017,5.2,Intermediate
CHEMBL185,6.2,Intermediate
CHEMBL3623222,5.66,Intermediate
CHEMBL5276442,5.32,Intermediate
CHEMBL112021,7.27,Active
CHEMBL5433734,5.25,Intermediate
CHEMBL8739,4.36,Inactive
CHEMBL3818338,6.12,Intermediate
CHEMBL262723,6.705,Active
CHEMBL5174567,9.28,Active
CHEMBL285973,5.04,Intermediate
CHEMBL465879,4.52,Inactive
CHEMBL177413,6.01,Intermediate
CHEMBL3422051,5.13,Intermediate
CHEMBL4170504,5.89,Intermediate
CHEMBL491824,6.46,Intermediate
CHEMBL1097764,7.26,Active
CHEMBL4168266,5.01,Intermediate
CHEMBL1688912,6.98,Active
CHEMBL2336860,7.78,Active
CHEMBL1784806,6.12,Intermediate
CHEMBL5425433,4.95,Inactive
CHEMBL424960,5.81,Intermediate
CHEMBL270283,5.97,Intermediate
CHEMBL101947,5.96,Intermediate
CHEMBL3919759,6.92,Active
CHEMBL2336849,7.59,Active
CHEMBL5286289,8.0,Active
CHEMBL5439970,9.22,Active
CHEMBL1601919,6.05,Intermediate
CHEMBL267668,7.96,Active
CHEMBL223176,6.84,Active
CHEMBL1444,8.07,Active
CHEMBL3099686,7.3,Active
CHEMBL38877,4.51,Inactive
CHEMBL1824747,4.99,Inactive
CHEMBL88233,5.48,Intermediate
CHEMBL5425388,6.96,Active
CHEMBL383807,5.37,Intermediate
CHEMBL5406470,4.35,Inactive
CHEMBL2312962,7.5,Active
CHEMBL3752510,7.92,Active
CHEMBL204183,6.33,Intermediate
CHEMBL5288187,6.02,Intermediate
CHEMBL2336865,7.57,Active
CHEMBL4517318,4.89,Inactive
CHEMBL5276930,6.15,Intermediate
CHEMBL5290646,6.17,Intermediate
CHEMBL363493,6.28,Intermediate
CHEMBL5275747,5.96,Intermediate
CHEMBL4537791,6.8,Active
CHEMBL390079,9.22,Active
CHEMBL27698,6.96,Active
CHEMBL3099734,5.52,Intermediate
CHEMBL4080965,5.58,Intermediate
CHEMBL175791,5.01,Intermediate
CHEMBL202226,8.475,Active
CHEMBL441404,5.44,Intermediate
CHEMBL3984531,6.66,Active
CHEMBL2111917,6.16,Intermediate
CHEMBL3754681,6.21,Intermediate
CHEMBL224600,5.95,Intermediate
CHEMBL189472,5.7,Intermediate
CHEMBL202452,5.35,Intermediate
